"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative","vote_ndp"
63,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
48,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,1
23,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
60,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
82,"Male","Quebec","Highly Educated","YES","Middle Class",0,1,0
48,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,1,0
64,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA,NA
64,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
33,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
80,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
45,"Female","Nova Scotia","Some Education","NO","Middle Class",0,1,0
65,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
59,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
31,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
45,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
58,"Female","Alberta","Some Education","YES","Middle Class",NA,NA,NA
71,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA,NA
22,"Male","Ontario","Highly Educated","NO","Middle Class",1,0,0
53,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
40,"Male","British Columbia","Some Education","YES","Middle Class",1,0,0
47,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
81,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
44,"Male","Saskatchewan","Highly Educated","YES","Middle Class",1,0,0
46,"Male","Quebec","Highly Educated","YES","Middle Class",1,0,0
26,"Male","Alberta","Some Education","NO","Middle Class",0,1,0
50,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0,0
46,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
36,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
73,"Male","Ontario","Highly Educated","NO","Middle Class",1,0,0
39,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,0
66,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
34,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
81,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
65,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
40,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0,0
39,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,1
45,"Male","Ontario","Highly Educated","YES","Middle Class",0,1,0
56,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
28,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
51,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
51,"Female","Ontario","Some Education","NO","Middle Class",1,0,0
66,"Female","Alberta","Some Education","YES","Middle Class",NA,NA,NA
34,"Male","Quebec","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
33,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
34,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
60,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
60,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy",0,1,0
63,"Male","Manitoba","Highly Educated","YES","Middle Class",NA,NA,NA
30,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
32,"Female","Ontario","Some Education","NO","Middle Class",0,0,0
83,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
50,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
68,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
72,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
68,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
45,"Male","Quebec","Some Education","NO","Middle Class",0,0,0
64,"Male","Manitoba","Some Education","NO","Middle Class",NA,NA,NA
26,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,0
25,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
55,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
19,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",0,0,0
34,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
60,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
30,"Female","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
33,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
69,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
39,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
59,"Female","Ontario","Some Education","NO","Middle Class",0,1,0
23,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
68,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
66,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
65,"Male","Alberta","Some Education","YES","Middle Class",0,1,0
31,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
34,"Male","Alberta","Highly Educated","NO","Middle Class",0,1,0
70,"Female","Saskatchewan","Some Education","YES","Middle Class",NA,NA,NA
42,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA,NA
63,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
50,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
36,"Female","Quebec","Highly Educated","YES","Middle Class",0,1,0
44,"Male","New Brunswick","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
34,"Male","Saskatchewan","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
68,"Male","Ontario","Some Education","YES","Middle Class",0,0,1
37,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,1
34,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
51,"Female","Saskatchewan","Some Education","NO","Lower Middle Class to Poor",0,1,0
56,"Male","Ontario","Highly Educated","NO","Middle Class",1,0,0
29,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
82,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
30,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
47,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
66,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
66,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
63,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0,0
27,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
77,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
34,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
44,"Female","Manitoba","Some Education","NO","Middle Class",NA,NA,NA
30,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
69,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0,0
61,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
72,"Female","Manitoba","Highly Educated","YES","Middle Class",0,0,0
58,"Female","Saskatchewan","Some Education","NO","Middle Class",1,0,0
32,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
18,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
67,"Male","Alberta","Some Education","NO","Middle Class",NA,NA,NA
72,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
54,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
56,"Female","Ontario","Some Education","NO","Middle Class",0,0,1
71,"Male","Quebec","Highly Educated","YES","Middle Class",0,1,0
28,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,0
37,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
35,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,0
67,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
56,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
27,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0,1
45,"Female","Nova Scotia","Highly Educated","YES","Middle Class",1,0,0
74,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0,1
67,"Male","Quebec","Highly Educated","YES","Middle Class",1,0,0
57,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
40,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
42,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0,0
72,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",0,0,0
33,"Male","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
57,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
70,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
36,"Female","Newfoundland and Labrador","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
54,"Female","Alberta","Some Education","NO","Middle Class",0,1,0
60,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,1
68,"Female","New Brunswick","Highly Educated","YES","Middle Class",1,0,0
50,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
43,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
32,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
56,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
32,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
25,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
22,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,0
24,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
62,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
75,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
61,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
41,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
56,"Female","Nova Scotia","Some Education","YES","Middle Class",NA,NA,NA
77,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
54,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",0,0,0
79,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
57,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA,NA
60,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
65,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
54,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
66,"Male","Quebec","Some Education","YES","Middle Class",0,0,1
28,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
77,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
36,"Male","Alberta","Some Education","YES","Middle Class",1,0,0
62,"Female","Ontario","Some Education","YES","Middle Class",1,0,0
51,"Male","Quebec","Some Education","YES","Middle Class",1,0,0
71,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
43,"Male","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
58,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
58,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
39,"Female","British Columbia","Some Education","YES","Middle Class",0,0,1
53,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
24,"Male","Alberta","Highly Educated","NO","Middle Class",0,0,1
53,"Female","New Brunswick","Some Education","YES","Middle Class",0,0,1
50,"Male","Quebec","Some Education","NO","Middle Class",0,1,0
65,"Female","Manitoba","Some Education","YES","Middle Class",1,0,0
38,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
69,"Female","Nova Scotia","Some Education","YES","Middle Class",0,1,0
25,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,1
46,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
40,"Male","Ontario","Highly Educated","NO","Middle Class",0,0,0
38,"Male","Quebec","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
46,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
74,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA,NA
45,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
76,"Male","Newfoundland and Labrador","Highly Educated","YES","Middle Class",NA,NA,NA
27,"Female","Nova Scotia","Some Education","YES","Middle Class",0,0,1
58,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
34,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
39,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
61,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
31,"Male","Ontario","Highly Educated","NO","Middle Class",0,0,0
69,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
75,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
26,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
41,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
81,"Female","Quebec","Highly Educated","YES","Middle Class",1,0,0
70,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
31,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA,NA
62,"Female","Alberta","Some Education","NO","Middle Class",1,0,0
63,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
24,"Male","Ontario","Highly Educated","NO","Middle Class",0,0,1
55,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
20,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
71,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
35,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
56,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
71,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",0,1,0
28,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
44,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
48,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,1
35,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
35,"Female","Alberta","Some Education","NO","Middle Class",NA,NA,NA
35,"Female","Ontario","Some Education","NO","Middle Class",NA,NA,NA
37,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
89,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
64,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
45,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
47,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
50,"Female","British Columbia","Some Education","YES","Middle Class",0,0,0
37,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
25,"Male","British Columbia","Some Education","NO","Middle Class",0,0,0
60,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
31,"Male","Quebec","Some Education","NO","Middle Class",0,0,0
43,"Male","Quebec","Highly Educated","NO","Middle Class",NA,NA,NA
67,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
68,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
73,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
48,"Female","Quebec","Some Education","NO","Middle Class",1,0,0
46,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,0
51,"Male","Ontario","Highly Educated","NO","Middle Class",1,0,0
53,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,1,0
39,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
38,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
24,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
62,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
