"age","sex","province","education","religion","income_before_tax"
64,"Male","Alberta",NA,"NO","Upper Middle Class to Wealthy"
80,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
60,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy"
60,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
79,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
52,"Female","British Columbia","Limited Education","YES","Upper Middle Class to Wealthy"
50,"Male","Manitoba","Highly Educated","YES",NA
53,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
55,"Female","Quebec","Some Education","YES","Middle Class"
40,"Male","New Brunswick",NA,"YES","Middle Class"
49,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
45,"Female","Ontario",NA,"YES","Middle Class"
63,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
44,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
31,"Female","Alberta",NA,"NO","Lower Middle Class to Poor"
60,"Male","Ontario","Limited Education","YES","Middle Class"
52,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
74,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
60,"Female","Nova Scotia","Some Education","YES","Middle Class"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
16,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
50,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
68,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
45,"Male","Ontario",NA,"NO","Lower Middle Class to Poor"
42,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy"
73,"Male","Ontario","Highly Educated","YES","Middle Class"
58,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor"
19,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
28,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
70,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
73,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
71,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
18,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
76,"Male","Ontario",NA,"YES","Middle Class"
78,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
58,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
44,"Male","Quebec",NA,"YES","Middle Class"
79,"Male","Manitoba",NA,"YES","Lower Middle Class to Poor"
32,"Male","British Columbia",NA,"YES","Middle Class"
63,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
72,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
48,"Male","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
49,"Male","Alberta",NA,"NO","Lower Middle Class to Poor"
44,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
73,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
44,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy"
38,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
33,"Female","Newfoundland and Labrador","Some Education","NO","Lower Middle Class to Poor"
37,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
60,"Male","Quebec","Some Education","YES","Middle Class"
64,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
34,"Female","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
69,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
79,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
26,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
53,"Male","British Columbia","Some Education","NO","Middle Class"
76,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
41,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class"
59,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
72,"Male","Ontario",NA,"YES","Upper Middle Class to Wealthy"
53,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy"
47,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
41,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
40,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
65,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
59,"Male","Manitoba","Some Education","YES","Middle Class"
80,"Male","Ontario",NA,"NO","Lower Middle Class to Poor"
21,"Male","Quebec",NA,"NO","Lower Middle Class to Poor"
28,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
35,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
80,"Male","Nova Scotia","Highly Educated","YES","Upper Middle Class to Wealthy"
50,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
45,"Female","Alberta",NA,"YES",NA
48,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
33,"Male","Ontario","Highly Educated","NO","Middle Class"
40,"Male","Quebec","Highly Educated","YES","Middle Class"
71,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
54,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
38,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
57,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor"
30,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
36,"Male","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
24,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
25,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
38,"Male","Quebec",NA,"NO",NA
46,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
58,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor"
56,"Female","Nova Scotia",NA,"YES","Middle Class"
45,"Female","New Brunswick","Highly Educated","YES","Middle Class"
32,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
58,"Male","Nova Scotia","Some Education","YES","Middle Class"
50,"Male","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy"
42,"Female","Ontario",NA,"YES","Middle Class"
52,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
60,"Male","Ontario",NA,"NO","Middle Class"
36,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
56,"Female","Ontario",NA,"YES","Middle Class"
64,"Male","Nova Scotia",NA,"YES","Middle Class"
75,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
21,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
60,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
38,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
56,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
80,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
74,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
31,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
55,"Male","Quebec",NA,"YES","Middle Class"
80,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
44,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
62,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
70,"Female","Ontario","Limited Education","NO","Middle Class"
60,"Male","New Brunswick",NA,"YES","Lower Middle Class to Poor"
65,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
24,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
80,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
78,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
18,"Male","Newfoundland and Labrador","Some Education","NO","Lower Middle Class to Poor"
80,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
32,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
59,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
37,"Male","Alberta",NA,"YES",NA
70,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
77,"Female","Alberta",NA,"YES",NA
27,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
49,"Female","Alberta","Highly Educated","YES",NA
80,"Female","Saskatchewan",NA,"NO","Lower Middle Class to Poor"
44,"Male","Manitoba",NA,"YES","Middle Class"
51,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
59,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
37,"Female","Alberta",NA,"NO",NA
39,"Male","Nova Scotia","Some Education","NO","Middle Class"
51,"Male","Alberta",NA,"YES","Lower Middle Class to Poor"
25,"Female","Saskatchewan","Some Education","NO","Lower Middle Class to Poor"
27,"Female","Manitoba","Highly Educated","NO","Lower Middle Class to Poor"
18,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
45,"Male","New Brunswick",NA,"NO","Middle Class"
58,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
67,"Female","Saskatchewan","Limited Education","NO","Lower Middle Class to Poor"
49,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
68,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
57,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
42,"Male","Ontario","Highly Educated","NO","Middle Class"
34,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
64,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
58,"Male","Ontario","Some Education","NO",NA
78,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
58,"Male","Prince Edward Island",NA,"YES","Middle Class"
63,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor"
27,"Female","Nova Scotia",NA,"NO","Lower Middle Class to Poor"
65,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
36,"Male","Ontario","Some Education","NO","Middle Class"
39,"Female","Quebec",NA,"YES","Upper Middle Class to Wealthy"
57,"Female","British Columbia","Limited Education","NO","Lower Middle Class to Poor"
70,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
80,"Male","British Columbia","Limited Education","NO","Lower Middle Class to Poor"
38,"Male","Quebec","Some Education","YES","Middle Class"
70,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
69,"Female","Nova Scotia","Highly Educated","YES","Middle Class"
66,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
65,"Female","Ontario",NA,"YES","Middle Class"
28,"Female","Ontario",NA,"YES","Middle Class"
68,"Male","Quebec","Highly Educated","YES","Middle Class"
43,"Female","Nova Scotia",NA,"NO","Upper Middle Class to Wealthy"
57,"Male","Nova Scotia","Some Education","YES","Middle Class"
40,"Female","Saskatchewan",NA,"YES",NA
44,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
34,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
77,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
72,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
25,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
75,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
71,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
38,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
22,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
64,"Male","Ontario","Some Education","YES","Middle Class"
80,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
64,"Male","Newfoundland and Labrador","Limited Education","YES","Middle Class"
62,"Female","British Columbia","Highly Educated","YES","Middle Class"
71,"Female","Quebec",NA,"YES","Middle Class"
37,"Female","Manitoba",NA,"YES","Middle Class"
16,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
21,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
36,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
74,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
62,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
69,"Male","British Columbia","Some Education","YES","Middle Class"
80,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
50,"Female","New Brunswick",NA,"NO","Lower Middle Class to Poor"
56,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
68,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
28,"Male","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor"
71,"Male","Ontario",NA,"YES",NA
68,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
26,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
55,"Female","Ontario","Some Education","NO","Middle Class"
73,"Male","Ontario","Some Education","YES",NA
63,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
35,"Male","New Brunswick",NA,"NO","Lower Middle Class to Poor"
68,"Male","Ontario","Highly Educated","YES","Middle Class"
27,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor"
44,"Female","New Brunswick",NA,"YES",NA
72,"Male","Ontario","Highly Educated","YES","Middle Class"
39,"Female","Nova Scotia",NA,"YES","Middle Class"
70,"Female","Alberta","Some Education","YES","Middle Class"
58,"Female","Quebec",NA,"YES","Middle Class"
64,"Female","Ontario",NA,"YES","Middle Class"
60,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
54,"Female","Manitoba","Some Education","YES","Middle Class"
61,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
75,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
74,"Male","Quebec","Some Education","YES","Middle Class"
26,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
19,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
65,"Female","Nova Scotia","Some Education","YES","Middle Class"
67,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor"
36,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
70,"Male","Ontario","Highly Educated","NO","Middle Class"
80,"Male","British Columbia",NA,"YES","Lower Middle Class to Poor"
72,"Female","Ontario","Some Education","YES","Middle Class"
15,"Female","Ontario","Limited Education","NO","Lower Middle Class to Poor"
69,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
24,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
60,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
30,"Female","Ontario","Some Education","YES","Middle Class"
17,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
36,"Female","Alberta","Some Education","YES","Middle Class"
38,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
67,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
24,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor"
72,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
61,"Male","Alberta","Limited Education","YES","Lower Middle Class to Poor"
71,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
